name,frequency,mean_age
MARIA ALTAMIRA,81,57.7
MARIA LEANDRA,81,50.5
MARIA MAITE,81,44.2
MARIA MIRTA,81,50.7
MARIA YANET,81,37
MARIE JOSE,81,61.3
MARTA ANTONIA,81,44.3
MARTA ESPERANZA,81,35.8
MERCEDES YOLANDA,81,49.1
MIREN ANDONE,81,53.5
MIRJANA,81,49.5
NATALE,81,15.6
NERINGA,81,32.4
NICOLETA CRISTINA,81,30.7
NOELIA PINO,81,34.4
NUSRAT,81,39.9
PATRICIA ANGELES,81,36.8
RALUCA MIHAELA,81,25.3
RAQUEL VICTORIA,81,34
REBECCA JANE,81,36.1
ROSA ALEXANDRA,81,34.4
ROSA ANNA,81,44.1
SALLY ANNE,81,52
SARA DANIELA,81,12.3
SIBEL,81,20.3
SOFIA ELIZABETH,81,16.1
SURI,81,4
SUSANA ELIZABETH,81,40.9
TAMARA ROCIO,81,26
TERE,81,55.3
VANESSA ISABEL,81,30.8
VICTORIA TERESA,81,38
YESENIA CARMEN,81,24.1
AGNIESZKA MARIA,80,34
ALEXANDRA IONELA,80,17.7
AMELIA PILAR,80,49.9
ANDREA MERCEDES,80,31.6
ANDREA NATALIA,80,26.4
ANDREIA FILIPA,80,24.3
ANTONIA GLORIA,80,53.6
BEGONIA,80,35.9
BEGOÑA ISABEL,80,41.1
BLANCA NELLY,80,48.7
BLANCA VICTORIA,80,39.3
CARMEN ASCENSION,80,54.3
CATHERINE ELIZABETH,80,38.4
CHARITY,80,32.2
CHOROUK,80,11.5
CONCETTA,80,56.4
DANIELA ELIZABETH,80,20
DASHA,80,10.4
DESIREE CARMEN,80,23.4
DOLORES MANUELA,80,64.1
ELENKA,80,50
EMILIA ANGELES,80,56.3
EXUPERANCIA,80,74.5
FADELA,80,43.3
FATIMA SORA,80,23.3
GLADYS MERCEDES,80,47.2
GLORIA DOLORES,80,55.3
HANNE,80,54.2
IOANA ALINA,80,29.4
IRENE ROCIO,80,23.8
IVETT,80,19.7
JOSEFINA PILAR,80,58.7
JUANA ELIZABETH,80,39.3
JULIA CONCEPCION,80,57.3
JULIA ESPERANZA,80,48
JULIA ROSARIO,80,55.2
KAROL,80,20.4
LAURA FERNANDA,80,25.7
LEANA,80,43.7
LIAN,80,18.4
LIYA,80,26.3
LOUISA,80,41.3
LUZ MILA,80,47.6
MARGARITA FRANCISCA,80,50.5
MARIA AITANA,80,24.7
MARIA GIMENA,80,36.2
MARIA LIVIA,80,47.8
MARIA NELY,80,57.5
MARIA NILDA,80,56.4
MARIA TEOFILA,80,60.7
MARIA VIVIANA,80,40
MAYLIN,80,30.9
MIHAELA RAMONA,80,30.9
MIRIAM ELENA,80,33.2
MONICA MARCELA,80,37
NATALIA PAOLA,80,29.7
NEVENA,80,35
NIKOLETA,80,22.6
NONNA,80,26.8
OLIVA MARIA,80,45.9
PAOLA FERNANDA,80,28.1
RALUCA IOANA,80,23.2
ROMAYSSA,80,6.3
ROSA MARLENE,80,42.9
ROSINDA,80,68.8
SARA NOEMI,80,24.8
SELENA MARIA,80,15.6
SOURAYA,80,28.8
STEFANIYA,80,46.1
SUSANA VICTORIA,80,41.6
VALERA,80,73.5
VERONICA LUCIA,80,29.3
VIRGINIJA,80,48.6
VIVIANA PATRICIA,80,35.9
YUTING,80,15.3
ALBA CECILIA,79,40.7
ANNABELLA,79,34.1
ANTONIA GEMA,79,38.2
ANTONIA LOURDES,79,49
CARLOTA ISABEL,79,29.6
CARMEN CATALINA,79,42
CINTHIA CAROLINA,79,28.2
CIRENIA,79,35.1
CLAUDIA MARIANA,79,33.5
CRISTINA ADRIANA,79,29.9
CRISTINA MAR,79,29.6
CSILLA,79,35.5
DIEYNABA,79,29.1
DOLORES INMACULADA,79,45.3
DOROTHEA,79,59.4
DOVILE,79,27.5
ELENA LUISA,79,45
ELSY,79,48.3
EVA SOFIA,79,25
EVENCIA,79,76
FATEMEH,79,45.9
FATMA ZOHRA,79,42.5
FLAVIA MARIA,79,29.5
GLADYS ELENA,79,49.5
JOHANA ELIZABETH,79,26.3
JOSEFA EUGENIA,79,57.7
JOSEFA MATILDE,79,59.7
KSENIYA,79,26.6
LAURA MANUELA,79,27.6
LEIDY CAROLINA,79,23.9
LILIANA CRISTINA,79,37.9
LUISA JOSEFA,79,64.8
LUZ KARIME,79,28.2
MARGARITA BEATRIZ,79,51.7
MARGRIT,79,69.5
MARIA ANTONELLA,79,21.2
MARIA CARMELINA,79,53.9
MARIA CLAUSTRO,79,64
MARIA DOLORES PILAR,79,62
MARIA ELINA,79,52.9
MARIA ESCOLASTICA,79,57.1
MARIA HONTANARES,79,53.4
MARIA YOVANA,79,37.9
MARTA JESUS,79,37.5
MARZIA,79,36.6
MIHAELA IONELA,79,27.7
MIRIAM CRISTINA,79,34.7
MZIA,79,49.4
NANCY CECILIA,79,42.8
NATALIA GABRIELA,79,20.1
NELLY PATRICIA,79,40.3
NICOLE MARIA,79,25.2
NICOLLE,79,12.9
NITA,79,41.7
NURIA MERCEDES,79,41.7
OLGA ROCIO,79,38.8
PATRICIA MARGARITA,79,38.9
PAULA BELEN,79,21.5
RAMA,79,21.1
RITA PILAR,79,47.4
ROSA ASUNCION,79,57.9
ROSA GLORIA,79,55.6
ROSA RAMONA,79,54.6
SILVIA IRENE,79,43.1
SUMEI,79,43.7
TANIA PATRICIA,79,30.6
TOUDA,79,42.2
VERONICA GABRIELA,79,33.9
WERONIKA,79,18.9
XIAOFANG,79,35.6
XIAOJUAN,79,36.9
YOLANDA PATRICIA,79,40.9
ZURIA,79,23.1
ALICIA BELEN,78,37.1
AMALIA ROSA,78,48.9
ANA ANGELICA,78,40.7
ANA ELOISA,78,41.2
ANDREA LAURA,78,32.3
ANGIE VANESSA,78,18.1
ANNA VICTORIA,78,19.8
ANNAIS,78,15.1
APOLINARIA,78,70.9
ARMANDINA,78,62.4
ASSA,78,22.2
ASSMA,78,22.3
BEATRIZ ANGELES,78,39.6
BEATRIZ ROCIO,78,33.2
BEVERLY,78,37.7
BLANCA LIDIA,78,52.1
BLANCANIEVES,78,58.6
CAMELIA ELENA,78,35
CARLA GABRIELA,78,21.8
CARMEN CANDELARIA,78,48.1
CARMEN FELISA,78,58.8
CARMEN NOEMI,78,35.5
CECILIA INES,78,44.8
CHRISTINE MARGARET,78,66.1
CHUNHUA,78,45.1
CLELIA,78,45.4
CORAYMA,78,9.6
DIANA BELEN,78,24.3
DIANA ESTHER,78,31.6
DIANA RAQUEL,78,29.2
DOLORES MARGARITA,78,53.4
DORCAS,78,32
ELENA ANGELES,78,41.5
ELENA BIANCA,78,19.9
ELITSA,78,26.5
ENELIDA,78,68
ERENA,78,44.5
EUDELIA,78,65.9
EVA ANGELA,78,42.9
FATIMA PILAR,78,34
FIKRIA,78,29.6
FOZIA,78,33
GAIL,78,55.9
GLORIA ESTELA,78,47.9
GLORIA LILIANA,78,43.1
GRAZIA,78,49.5
ISABEL CONSUELO,78,52.6
IXCHEL,78,9.4
JUANA INMACULADA,78,46.5
JUANA LOURDES,78,51.1
JUNKAL,78,40.1
KADIJATOU,78,20.4
KAREN DANIELA,78,17.2
KAREN ESTEFANIA,78,19.9
KOMAL,78,25.2
LINA PAOLA,78,29.2
LIZ PAOLA,78,24.5
MAISSA,78,11
MARGARITA CONCEPCION,78,56.1
MARIA ANTOLINA,78,58
MARIA ERMELINDA,78,52.6
MARIA GEORGIANA,78,19.2
MARIA JAZMIN,78,35.6
MARIA LIZ,78,32.5
MARIA MIGUELA,78,57.7
MARIA NAYRA,78,33.9
MARIA OROSIA,78,61.3
MARIA XOSE,78,47.2
MARINA JESUS,78,47.8
MARYURI,78,32.5
MIHAELA ALEXANDRA,78,19.6
MIHAELA FLORENTINA,78,28.1
MILAGROS ROCIO,78,33.2
MIRELA ELENA,78,33.5
MONICA INES,78,43.8
NABIA,78,35
NADKA,78,47
NATIVIDAD ISABEL,78,52.3
NELSY,78,43.1
NICOLETA ALINA,78,30.2
NOELIA CRISTINA,78,27
PETRANKA,78,46.4
ROSA JESUS,78,54.4
RUTA,78,37.4
RUXANDRA,78,31.2
SANDRA MARINA,78,33.3
SANDRA REGINA,78,44.3
SHANIA,78,9.7
SONIA MABEL,78,37
VIOLET,78,42.5
YUQIN,78,41.1
ZAMIRA,78,18.1
ZLATA,78,20.9
ALEXIS,77,28.4
ALINA ANDREEA,77,22.9
ANA CARIDAD,77,44.4
ANA RAFAELA,77,45
ANDREA MICHELLE,77,18.7
ASSYA,77,23.1
CARMEN GRACIELA,77,48.4
CARMEN MIRIAM,77,26.9
CAROLINA ESTEFANIA,77,22.7
CLARA BELEN,77,34.1
CONSUELO ISABEL,77,51.4
CORNELIA MARIA,77,44.1
CRISTINA ALICIA,77,40.9
DIANA KATHERINE,77,25
DUMITRITA,77,31.7
ELDA MARIA,77,45.9
ELIAN,77,27.7
ESTANISLAA,77,66.8
EUGENIA CARMEN,77,54.2
FIORDALIZA,77,37.4
GABRIELA PATRICIA,77,26.9
GLADYS MABEL,77,49.1
GLADYS MARGARITA,77,52.5
GRACIELA CARMEN,77,49.4
HADDUCH,77,61
IDALMIS,77,43
ISELA,77,34.2
JENNIFER ELIZABETH,77,35.7
JESSENIA,77,18
JESSICA FERNANDA,77,20.4
JOHANNA ALEXANDRA,77,27.9
JOHANNY,77,32.5
JOSEFA REYES,77,57.2
KAMELIA,77,20.6
KAREN ALEXANDRA,77,21.8
KAREN MARIA,77,26.3
KATHERINE NICOLE,77,14.1
LARISA ELENA,77,19.7
LAURA ALICIA,77,37.5
LAURA ELISA,77,35
LAURA FRANCISCA,77,36.9
LAURENCIA,77,67.1
LIVIA MARIA,77,35.7
LUCIA JESUS,77,40.3
LUCIA JOSEFA,77,55.6
MAGUETTE,77,25.7
MAILEN,77,16.6
MAKA,77,35.1
MARIA ROSINA,77,61.7
MARIA SAMARA,77,25.8
MARTA BEGOÑA,77,40.4
MARTHA IRENE,77,42.5
MIHAELA SIMONA,77,34.9
MONTSERRAT CARMEN,77,43.1
NAHLA,77,17.1
NATALIA PATRICIA,77,31.3
NAYHARA,77,10
NAYIBE,77,35.9
NICOLETA MIHAELA,77,31.5
NORMA CECILIA,77,43.6
OUMNIA,77,14.3
PACIENCIA,77,55.5
PAOLA CRISTINA,77,26.9
PATRICIA LAURA,77,38
RAQUEL CRISTINA,77,36.6
ROSA AMERICA,77,49.8
ROSARIO CONCEPCION,77,56.4
SANDRA RAQUEL,77,36.1
SHIRIN,77,30.9
SIRLEY,77,40.6
SZILVIA,77,35.7
TERESA LOURDES,77,44.8
TOUCHA,77,53
VAIDA,77,33
VICTORIA ANDREA,77,23.8
WENJING,77,21.5
XUEQIN,77,40.3
YAKELIN,77,28.3
YIXUAN,77,8.4
ADINA ELENA,76,27.2
ADRIA,76,24.5
ALBA NELLY,76,49.1
ALICIA NOEMI,76,49.6
ANA ESTELA,76,35.7
BASILIDES,76,75.1
BELINDA MARIA,76,33.3
BIANCA GABRIELA,76,11.9
BTISAM,76,16.4
CARMEN EVA,76,44.3
CARMEN YURENA,76,30.8
DAIANE,76,28.3
DJENEBA,76,22.7
DOLORES ASUNCION,76,56.4
EGUSKIÑE,76,41.4
ELENA AURORA,76,45.3
EMI,76,25.7
ERIDANIA,76,36
ESTHER MARINA,76,50
ESZTER,76,33
FATIMATOU,76,29
FATOUMA,76,42.9
FLOR ANGELA,76,47.6
FROILANA,76,76.2
GIANNA,76,27
GORETI,76,29.4
HANNAH LOUISE,76,25.7
IMENE,76,19.6
IRIA FLAVIA,76,24.9
ISABEL INES,76,47
ISABEL TRINIDAD,76,52.1
ISABEL VANESA,76,33.8
JITKA,76,38.6
JOSEFA CRISTINA,76,55.4
KAREN MICHELLE,76,25.4
LEIDY VANESSA,76,23.1
LOURDES ROCIO,76,33.9
LUZ AURORA,76,50.9
MAHNOOR,76,6.4
MAMASA,76,20.7
MARCELA ANDREA,76,39.7
MARIA ADOLFINA,76,60.5
MARIA MIRIAN,76,42.2
MARIA PRADOS,76,53.5
MARIA RENEE,76,35.5
MARIA VITORIA,76,49.8
MARIA YLENIA,76,29.3
MARIANA ALEJANDRA,76,30.5
MARITZA ALEXANDRA,76,34.5
MARTA ANDREA,76,27.1
MEDEA,76,24.5
MIREN ESKARNE,76,48.3
MONICA SOFIA,76,29.8
MUNIA,76,22.2
NAUAL,76,23.2
OLGA VICTORIA,76,48.7
PAMELA ANDREA,76,31.1
PAULINA ELIZABETH,76,32.9
PINO CARMEN,76,48.8
RADOSLAVA,76,27.8
REDENCION,76,67.4
ROKAYA,76,13.4
ROSA ESTER,76,49.6
ROSARIO INMACULADA,76,45.8
SARA LUISA,76,36.9
SARA VALENTINA,76,12.4
SHAN,76,24.1
SHIRA,76,15.2
SOIARTZE,76,25
TERESA INMACULADA,76,44.4
XAQUELINE,76,38.2
YAHIZA,76,12.7
YANLI,76,37.3
YENEVA,76,11.4
ZUZANNA,76,21.3
ADELAIDE,75,48.7
ALEJANDRA ELENA,75,28.6
AMANDINA,75,73.5
ANA LILIA,75,42.5
ANA NOEMI,75,35
ANDREA KARINA,75,32.2
ANGELA FRANCISCA,75,52
ANGELA MARCELA,75,31.9
ANGELA MARGARITA,75,49.5
ANGELA SOFIA,75,27.8
BEATRIZ ALICIA,75,48.1
CARLA LUCIA,75,15.8
CASILDA MARIA,75,37.4
CONCEPCION MARINA,75,53.8
CRUZ ELENA,75,50.7
DAILA,75,5.8
DETELINA,75,38.6
DIANA ANDREA,75,21.4
DINARA,75,27.6
DOBRINKA,75,44.2
ELENA DENISA,75,17.6
EMILIA JOSEFA,75,64.2
EMILIA MERCEDES,75,54.5
EUMELIA,75,68.2
FANNY MARIA,75,45.7
FATU,75,19
GEMA INMACULADA,75,36.8
GEORGIANA ANDREEA,75,21.1
GINESA MARIA,75,44.2
GLORIA ANGELICA,75,46.1
HALLAR,75,16.9
HANIA,75,26.6
HASSNAA,75,28.3
IDAYRA,75,13.9
IOANA GABRIELA,75,27.2
IRIS CARMEN,75,30.8
ISABEL LAURA,75,38.7
IVONA,75,30.3
JESSICA KARINA,75,29.4
JOHANNA PATRICIA,75,30.3
JUANA ALICIA,75,51.4
JUDITH ELIZABETH,75,46.1
KHALISSA,75,36.6
LAURA MONICA,75,37.5
LAVINIA MARIA,75,18.7
LIDIA ANA,75,36.9
LILIAN MARIA,75,39.2
LORETO MARIA,75,33.4
LUCILENE,75,36.8
LUISA CRISTINA,75,41.9
LUKENE,75,23.1
MARCELA PATRICIA,75,40.6
MAREME,75,31.3
MARGARITA JOSEFA,75,57.2
MARGUERITE,75,58.1
MARIA ALONSO,75,60
MARIA ANTONINA,75,58.8
MARIA LLEDO,75,36.7
MARIA MARGALIDA,75,26.8
MARIA SERENA,75,44.5
MARIELA CARMEN,75,38.5
MARINA JOSEFA,75,58
MARTA ELVIRA,75,42.5
MAYARA,75,17.4
MONICA CAROLINA,75,33.4
NANCI,75,40.7
NEREIDA CARMEN,75,28.4
NICOLITA,75,48
NORMA ALICIA,75,50.9
NYIMA,75,32.3
PASCASIA,75,69.3
PAULA INES,75,29.3
PILAR FRANCISCA,75,58.2
RAFAELA CARMEN,75,54.6
RASHIDA,75,40.5
RITA DOLORES,75,47.7
SARA ROSA,75,44.6
SHAGUFTA,75,38.5
TAMA,75,54.9
TAMARI,75,28
TANIA CRISTINA,75,30.4
VANESSA ALEJANDRA,75,25.5
VICENTA AMPARO,75,58.2
VICTORIA ANA,75,37.8
WENCESLADA,75,73.2
XIUJUAN,75,41.2
XUEYING,75,37
YASMEEN,75,31.1
YESENIA MARIA,75,24.7
YOLANDA TERESA,75,47.7
YUHUA,75,45.5
YULI,75,32.9
YUNA,75,9.2
AGORA,74,14.2
AIDA ISABEL,74,33.9
AIHNOA,74,15
ALBA ELENA,74,27.1
AMALIA DOLORES,74,53.8
AMPARO DOLORES,74,57.5
ANA YURENA,74,31.3
ANIKO,74,36.3
ARUMA,74,20.8
AURORA ANGELES,74,50.2
BALJIT,74,36.3
BERTILA,74,68.1
BLANCA CRISTINA,74,34.4
CARIDAD MARIA,74,44.3
CARLA ESTEFANIA,74,17.7
CARMEN PAZ,74,49.6
CATHAYSA MARIA,74,22.5
CELIA PILAR,74,41.2
CHAHD,74,5.5
CINDIA,74,21.4
CLAUDIA MARINA,74,28.6
CONCEPCION INMACULADA,74,48.3
DAMARYS,74,33.8
DOLORES GLORIA,74,56.8
ELISA VICTORIA,74,42
ESTHER ISABEL,74,39.6
FELISA ISABEL,74,58.4
FRANCISCA ESPERANZA,74,53.2
GINA ELIZABETH,74,39.4
GISSELLE,74,19.6
IBTIHAL,74,8.1
ICHRAK,74,14.3
IRENE LUCIA,74,24.1
ISABEL CAROLINA,74,42.2
ISABEL GEMA,74,39.3
IVALINA,74,31
JESSICA ESTEFANIA,74,20.2
JOSEFA JOAQUINA,74,64.8
JULIA ANA,74,47.3
LAURA ROSARIO,74,36.9
LINA FERNANDA,74,25.4
LIU,74,32.3
LIZ CAROLINA,74,29
LOREDANA MIHAELA,74,30.7
LUISA MARINA,74,49.9
MARGARITA LUZ,74,44.9
MARIA ANA JESUS,74,68.4
MARIA CARMEN CONCEPCION,74,64.8
MARIA EPIFANIA,74,56.4
MARIA EVELYN,74,30.5
MARIA JARA,74,31.7
MARIA MONTEMAYOR,74,45.3
MARIA SOLEDAD PALOMA,74,59.9
MARIAMU,74,11.7
MARIE FRANÇOISE,74,59.9
MARIKA,74,33
MIRELA DANIELA,74,32.9
MIRIAM MERCEDES,74,40.6
MONICA YOLANDA,74,42.8
MONTSERRAT PILAR,74,44.9
NAOMY,74,12.4
NARGIS,74,28.9
NICOLE MARIE,74,38.1
NIVARIA,74,55.3
OLGA RAQUEL,74,46.4
OLGUTA,74,40.4
ORYSYA,74,49.2
PATRICIA CECILIA,74,40.3
PATRICIA LILIANA,74,43.4
PRIMA,74,63.5
RAMATA,74,24.1
REHAB,74,10.1
ROMINA MARIA,74,28.9
ROSARIO ELIZABETH,74,40.5
ROSI,74,34.6
SADAF,74,27.6
SANDRA TERESA,74,37.1
SARA EUGENIA,74,38.6
SELA,74,22.9
SOHAYLA,74,14.1
SOLEDAT,74,60.7
TATEVIK,74,26
URSICINA,74,74.3
VERGINICA,74,41.9
VIOLETA CARMEN,74,35.1
XIAOCHUN,74,42
YANELYS,74,25.9
YURI,74,23.3
ZAKIYA,74,30.8
ALBA IRIS,73,34.6
ALVINA,73,54.2
ARANE,73,4.7
ARRIETA,73,7
BAKHTA,73,41.5
BEATRIS,73,19.2
BEATRIZ CAROLINA,73,34.3
BLANCA ESTRELLA,73,48.9
BONOSA,73,68.6
CAMELIA MARIA,73,31.6
DAYANARA,73,11.8
DIANA FERNANDA,73,29.5
DIANA TERESA,73,33.8
DIANA VICTORIA,73,24.5
ENMA MARIA,73,36.8
ESSAADIA,73,41.9
FRANCIS,73,43.6
GEMMA LOUISE,73,29.8
GOYA,73,19.2
GUIDA,73,19.1
HELEN MARY,73,58.9
HOLANDA,73,63.5
INES VICTORIA,73,38
IONELA GABRIELA,73,25
ISABEL AURORA,73,52.9
JACQUELINE MARIA,73,44.6
JOAN MARGARET,73,71.8
JOSEFA BELLA,73,46.8
JUANA ASUNCION,73,60.5
JUANA CATALINA,73,56.6
JULIA RAQUEL,73,38.2
KAREN PAOLA,73,24.3
LAURA IRENE,73,33.8
LAURA SUSANA,73,38
LEONIE,73,30.1
LIDIA MERCEDES,73,43
LOINAZ,73,31.7
MAGALYS,73,48.1
MARCIA CRISTINA,73,39.9
MARGARITA ELIZABETH,73,38
MARIA CUADROS,73,62.6
MARIA DULCINEA,73,53.6
MARIA ELISABETE,73,44.4
MARIANA LAURA,73,34.4
MARIE ANNE,73,48.9
MARIVEL,73,43.3
MARTA AURORA,73,39.9
MIREN TERESE,73,59.2
MIRENTXU,73,37.4
NORMA ELENA,73,46.5
NURIA BEATRIZ,73,35.7
PATRICIA ADRIANA,73,36.4
RACHEL LOUISE,73,33.1
ROSMARIE,73,66.2
SAHIRA,73,16.2
SARA ANDREA,73,17.7
SARA MARGARITA,73,35.8
SAYURI,73,14.6
SHEIMA,73,10.9
SHORENA,73,35.3
SILVIA BELEN,73,37
THAIS MARIA,73,26.8
TINATIN,73,35
TITA,73,51.5
TXARO,73,53.2
VESELA,73,35.8
VICTORIA MERCEDES,73,44.9
VICTORIA ROCIO,73,25.2
VLADISLAVA,73,24.9
WALDINA,73,68.7
WEN,73,29.2
YANAY,73,15.5
YUHAN,73,7.4
ZOLIKHA,73,43.7
ADRIANA CECILIA,72,38.2
ALICIA INES,72,46
ANA JESSICA,72,30.7
ANA LORETO,72,34.9
ANA REGINA,72,43.2
ANTONIYA,72,31.6
BASMALA,72,6
BATUL,72,45.5
BEATRIX,72,46.9
BEATRIZ ALEJANDRA,72,33.5
BEGONYA,72,38.3
BELLA ROCIO,72,26.5
CAROLINA INES,72,35.2
CAROLINA ROCIO,72,27.8
CATALINA ANGELES,72,47.2
CONCEPCION MERCEDES,72,56.3
CONCEPCION TERESA,72,54
CRISTINA SOLEDAD,72,32.3
CRISTINA VANESA,72,32.1
CRISTINA YOLANDA,72,43.2
DEBORAH ANNE,72,50.2
DENISA GABRIELA,72,10.8
DENISA IOANA,72,13.3
DIANA MERCEDES,72,33.8
DORIS MARIA,72,46.6
ERIKA GABRIELA,72,21
EVA MONICA,72,41.4
FAYROUZ,72,18.5
FIAMMA,72,20.9
FRANCISCA VICENTA,72,58.2
FUENTE CLARA,72,36.6
GEMA PATRICIA,72,33.3
GEMA TERESA,72,36.8
GEORGIANA ALINA,72,26.1
GINETTE,72,59.4
GISELA CARMEN,72,18.8
GIULIETTA,72,10.4
HADJER,72,15.8
HASSIBA,72,34.7
ISABELLA MARIA,72,17.1
JESSICA ISABEL,72,26
JESSICA ROCIO,72,30.9
JUANA ESPERANZA,72,58.2
JULIA AMPARO,72,54
KAMILIA,72,23.2
KAREN LIZETH,72,22.6
KARLA ALEJANDRA,72,24.3
KARLA ELIZABETH,72,25.9
LAIA MARIA,72,18.6
LEONELA,72,22.8
LEONOR ISABEL,72,46.8
LIANE,72,40.8
LIBERTA,72,74.1
LIDIA ELENA,72,40.3
MARIA ALIDA,72,55.8
MARIA LEONISA,72,64.2
MARIA ODETE,72,55
MARIA VICTORIA EUGENIA,72,59.3
MARIA YEDRA,72,48.4
MARILINA,72,40.3
MARTA FRANCISCA,72,42.4
MARTHA LUZ,72,49.6
MEL,72,8.1
MELISSA MARIA,72,19.3
MONICA PINO,72,34.3
NARJISS,72,21.4
NATALIA LUCIA,72,27.5
NEREIDA MARIA,72,31.8
NOELIA BEATRIZ,72,28.8
PAOLA ISABEL,72,23.9
PAULA ROSA,72,43.2
PAULA VERONICA,72,33.8
RENATA MARIA,72,37.7
SANDRA INES,72,40.4
SILVA,72,45.8
SILVIA LUCIA,72,34.7
SOFIA BEATRIZ,72,23.3
SUEVIA,72,20.3
TAMILA,72,41.9
TANIA SOFIA,72,24.9
TEREZIA,72,49.5
VERONICA PINO,72,29.9
VICTORIA ALEXANDRA,72,19.2
WENDY ANN,72,60.8
WIOLETTA,72,39.3
YIYI,72,14.7
YURAIMA,72,17.9
ZDENKA,72,42.2
ACHOUCHA,71,54.5
ADELHEID,71,66
ADILIA,71,61.8
ADRIANA PAOLA,71,26.9
ADRIANA VICTORIA,71,27.4
AMI,71,14.7
ANDRESSA,71,23.3
ANIRA,71,12.5
ANTONIA ESPERANZA,71,51.9
APOLLONIA,71,46
AURORA ROCIO,71,32.7
BEATRIZ YOLANDA,71,47.5
BERIT,71,58.9
CATALINA VICTORIA,71,42.7
CHARLENE,71,22.4
CLAUDIA ADRIANA,71,36.1
CLAUDIA MARGARITA,71,35.5
CLOTILDE MARIA,71,52.4
CONCEPCION ANGELES,71,54.7
DEBORAH ANN,71,50
DIAMAR,71,41.8
DIODORA,71,74.6
DORIS ELIZABETH,71,41.7
DRAGANA,71,42.1
EIMY,71,6.7
ELENA ANTONIA,71,44
ELEONORE,71,49.6
ELIENE,71,39.6
ELITA,71,59.5
ELSA CRISTINA,71,43
EMILIA ROSARIO,71,58.5
EVA INMACULADA,71,39.2
EVA LAURA,71,32.7
EVGENIIA,71,34
FATIMA PINO,71,36.9
GEMA CRISTINA,71,33.2
GEMMA CARMEN,71,38.5
GEORGIANA ALEXANDRA,71,18.3
GLADYS CECILIA,71,47.9
GLADYS ISABEL,71,45.6
GRACE ELIZABETH,71,30.4
HIMO,71,49.8
ILEANA MARIA,71,39.8
INDRE,71,27.1
IRIAN,71,15.9
IRMINA,71,47.2
ISABEL REMEDIOS,71,50.8
JEKATERINA,71,28.2
JESSYCA,71,22.4
JOSEFINA ISABEL,71,55.4
KAREN JANE,71,47.8
KARINA ISABEL,71,31.2
KATHERINA,71,24.5
LAURA NOEMI,71,31.7
LIDIA RAQUEL,71,40
LIV,71,36.2
LIYUN,71,39.2
LUCIA ROSA,71,49.7
MAGDALENA CARMEN,71,46.2
MARGALIDA MARIA,71,31.6
MARIA AGUAS,71,46.7
MARIA AIDE,71,55.2
MARIA AINOA,71,29.9
MARIA ANJOS,71,53.6
MARIA DEMELZA,71,32.7
MARIA DOLORES CARMEN,71,65
MARIA ESCLAVITUD,71,67.5
MARIA OLAS,71,38.1
MARIVIC,71,38.9
MARIYAM,71,23.3
MARTA LILIANA,71,42.6
MARTA MAGDALENA,71,36
MARTHA ALEXANDRA,71,36.1
MARTINA CARMEN,71,35.4
MARYAME,71,20.3
MAYERLY,71,24.7
MIHAELA ROXANA,71,28.7
MIRIAN ROCIO,71,33
MONTEVIRGEN,71,51
MYRIAM ELIZABETH,71,38.6
NERIDA,71,54.8
NORA ELENA,71,44.7
NURIA ELENA,71,35.2
OANA MIHAELA,71,27.5
PATRICIA SOLEDAD,71,31.9
RIZWANA,71,35.1
ROA,71,4.6
ROMAYSSAE,71,6.7
ROSA TRINIDAD,71,55
ROXANA DANIELA,71,23.7
SANDRA ESTHER,71,37.9
SHEYLA MARIA,71,19.3
STEFANNY,71,18
SULI,71,39.9
TANIA ALEXANDRA,71,26.5
TEMENUZHKA,71,43.4
TURA,71,20.7
VANESA PILAR,71,31
VASYLYNA,71,37.9
YONGFEN,71,39.6
YULAN,71,47
ZHARA,71,37.6
ADRIANA ALEXANDRA,70,24
AMPARO JESUS,70,54.7
ANDREEA IONELA,70,21.1
ANUNCIACIO,70,72.6
APOLONIA MARIA,70,47.6
AROA CARMEN,70,16.4
AYATIMA,70,22
BENEDETTA,70,31.4
BIBI,70,36.6
CARMEN TAMARA,70,29.6
CAROLINA ALEXANDRA,70,22.9
CHELO,70,33.6
CLARITA,70,55.7
CLEIDE,70,40.8
CRISTINA ANTONIA,70,40.9
DILIA,70,52.7
ELENA FRANCISCA,70,50.6
EMILI,70,15.3
ENCARNACION CARMEN,70,54.9
ENID,70,39.4
ERMELINA,70,70.1
EUDOXIA,70,68.4
EWA MARIA,70,41
FE ESPERANZA,70,62.6
FOUZIYA,70,31.5
FRANCISCA BEATRIZ,70,50
FRANCISCA REMEDIOS,70,52.3
GLORIA CONCEPCION,70,50.3
HUMILDE,70,71.4
IRENE SOFIA,70,25.5
ISABEL CECILIA,70,45.1
JENIFER CARMEN,70,24.9
JHOANA,70,20.3
JOHANNA CAROLINA,70,27.6
JUDITH MARY,70,62.6
JYOTI,70,39.3
KATALINA,70,25.3
KATHLEEN ANN,70,61.4
KHEDIDJA,70,42.4
LENNY,70,33.5
LOURDES CRISTINA,70,36.1
LUCIA GUADALUPE,70,32.1
MARGARITA ANA,70,51.2
MARGRET,70,61.3
MARIA ARRITOKIETA,70,53.2
MARIA CEFERINA,70,55.9
MARIA CHRISTINA,70,42.4
MARIA DELICIAS,70,56.7
MARIA GRAÇA,70,51.2
MARIA LIRIA,70,56.2
MARIMAR,70,34
