name,frequency,mean_age
ANGEL GONZALO,100,46
BRAYAN ANDRES,100,17.7
BRUCE,100,31.7
CARLOS GERARDO,100,42.6
CRISTOBAL MIGUEL,100,41.6
DANIEL JOAQUIN,100,32.1
DIEGO ESTEBAN,100,30
DIONICIO,100,45.6
EDWIN JAVIER,100,27.9
ELOY ANTONIO,100,43.7
FELIPE RAMON,100,50.6
FRANCHO,100,19.3
FRANCISCO SIMON,100,43.5
GEDEON,100,18.8
GEORGI IVANOV,100,40.4
HAI,100,34.7
HAN,100,17.4
HANG,100,24.7
IANCU,100,42.6
IOAN GABRIEL,100,32
IVAN RAFAEL,100,28.9
JACINTO JESUS,100,45.1
JAMES ROBERT,100,44.8
JESUS AMADOR,100,50.2
JESUS MATIAS,100,47
JOAQUIN DANIEL,100,36.2
JON KOLDOBIKA,100,45.3
JOSE JACOBO,100,38.4
JOSE MAXIMINO,100,60.8
JUST,100,49
LEANDRE,100,51.9
LLATZER,100,33.1
MARCOS EDUARDO,100,33.5
MAURINO,100,68.3
MOSTEFA,100,47.2
NICOLAS JUAN,100,38.3
OLAI,100,7.1
ORLANDO JAVIER,100,39.8
PABLO ALEXANDER,100,18.2
PAUL JAMES,100,49.8
PEDRO CARMELO,100,54.7
PEDRO ERNESTO,100,44.6
PEDRO GONZALO,100,48.7
RAFAEL ESTEBAN,100,43.9
RAFAEL JULIAN,100,48.7
RAFAEL MARTIN,100,42.6
RAIMOND,100,43.7
RODRIGO SEBASTIAN,100,23.2
RUBEN ANDRES,100,29.3
SAMUEL FRANCISCO,100,26
SAULIUS,100,39.2
SEBASTIAN ALBERTO,100,32.1
SUKHJINDER,100,32.8
SVETLIN,100,34.4
VASILE VALENTIN,100,33.6
VICENT JOSEP,100,42.7
WILLIAM ALBERTO,100,38.1
XAIME,100,29.5
YORO,100,37.6
ABOUBAKR,99,18
ALBERTO NICOLAS,99,29.3
ALEJANDRO ESTEBAN,99,32.4
ALFREDO ANGEL,99,49.4
ALVARO EDUARDO,99,29.3
AMADOU TIDIANE,99,33.8
AMARJIT,99,39.8
BASHIR,99,44
BLAS FRANCISCO,99,51.1
CARLOS ELIAS,99,35.3
CRISTIAN MARIUS,99,31.6
DANIEL ERNESTO,99,37.8
DAVID PABLO,99,36.5
ELIAS JESUS,99,41.6
EMILIO PEDRO,99,55.4
ERNESTO FRANCISCO,99,47
ERNESTO MIGUEL,99,43.4
FEDERICO MIGUEL,99,42.1
FELIX SANTIAGO,99,54
FRITZ,99,63.3
GONZALO NICOLAS,99,22.6
GREGORIO ANGEL,99,52.8
GUSTAVO EDUARDO,99,41.1
HAORAN,99,10.5
HUGO CESAR,99,39
ISIDRO MIGUEL,99,48.2
JEAN BAPTISTE,99,41.4
KARIN,99,30.4
KEVIN ADRIAN,99,12.8
KILIAN JOSE,99,16.3
LASHA,99,28
LUIS ELIAS,99,47.9
MIGUEL GABRIEL,99,36.9
MIHAI FLORIN,99,29.6
MITXEL,99,30.4
NICOLAS FERNANDO,99,27.8
NOAM,99,9.5
OSCAR FELIPE,99,36
PANCRACIO,99,62
PASCUAL FRANCISCO,99,49.1
RAFAEL FELIPE,99,47.5
RICARDO ALFREDO,99,46.2
ROBERTO GABRIEL,99,26.6
ROBERTO PABLO,99,38.5
SAIF EDDINE,99,10.1
TAYLOR,99,7.4
TOMAS RAFAEL,99,47.4
VICENTE RAUL,99,41.2
VIRIATO,99,52.5
ZHIYONG,99,38
ALEJANDRO RAUL,98,30.9
ALFREDO DAVID,98,34.6
ALVARO RAMON,98,36.8
ANTONI JOAN,98,35
BASSAM,98,42.3
BATHIE,98,39
BRYAN ALEJANDRO,98,13.9
CARLOS RODOLFO,98,48.3
CONSTANTIN ALEXANDRU,98,21.7
CRISTIAN MIHAI,98,27.1
DAVID IVAN,98,33.2
DESMOND,98,36.4
FRIDAY,98,40.5
GINES FRANCISCO,98,40.7
GRIGOR,98,38.7
GUSTAVO ADRIAN,98,38.9
GUSTAVO ALFONSO,98,41.2
HUGO ALEXANDER,98,20.5
JACKSON,98,28.6
JAIME ANGEL,98,43.7
JAMES JOSEPH,98,53.6
JAVIER DANIEL,98,31.1
JONATHAN ALEJANDRO,98,20.7
JOSE ALEJO,98,48
JOSE AMBROSIO,98,54.2
JULIO GABRIEL,98,37.8
JUNAID,98,22.3
KARAMO,98,37.1
KEMO,98,35.1
KEVIN JOSUE,98,16.2
KEVIN PAUL,98,28.1
LEONARDO MANUEL,98,37.9
LUIS ABEL,98,44.9
MANUEL SERGIO,98,47
MILTON CESAR,98,37.3
MOHAMED KARIM,98,25.1
NOLASCO,98,45.2
OMAR ENRIQUE,98,35.2
ORESTE,98,52.9
OSCAR ADRIAN,98,21.7
OSCAR RICARDO,98,39.2
OVIDI,98,20.8
PEDRO GREGORIO,98,55.1
PEDRO SAMUEL,98,27.8
RAFAEL GUILLERMO,98,42.9
RAMESH,98,48.3
RAMIRO ANTONIO,98,48.7
RAMON AGUSTIN,98,52.4
RAMON SALVADOR,98,50.6
RAUL LUIS,98,41.8
RENAN,98,32.1
RICHARD ANTHONY,98,51
SANTOS JOSE,98,47.5
SERGIO RICARDO,98,37.7
SID ALI,98,35.4
TOMAS EDUARDO,98,38.4
VALERIAN,98,44.9
VENELIN,98,33.4
VICTOR MARTIN,98,38.5
VICTOR PEDRO,98,43.4
VLADIMIRO,98,48.6
ANTONIO ADOLFO,97,47.8
ANTONIO LUCAS,97,40.4
ARNAUD,97,34.8
ASENCIO,97,56.8
AUGUSTO CESAR,97,44
BRAHIMA,97,33.2
CATALIN FLORIN,97,26.9
CYRIL,97,44.9
DANIEL MAURICIO,97,24.7
DANYLO,97,13.7
DAREN,97,8.7
DARIO ALEJANDRO,97,25.1
EFREM,97,26.3
FRANCISCO SANTOS,97,51.9
GINTARAS,97,39.9
GUSTAVO LUIS,97,45.5
HUGO DAVID,97,22.2
HUGO FRANCISCO,97,27.4
HUMBERTO ANTONIO,97,44.4
ILIES,97,13.3
ION DANIEL,97,33.4
IORDAN,97,44.7
JADEN,97,3
JALID,97,27.2
JAVIER ARTURO,97,37.2
JAVIER SALVADOR,97,37.5
JORGE FEDERICO,97,42.1
JOSE ARSENIO,97,54.5
JOSE BELARMINO,97,60.1
JOSE GENARO,97,51.1
JOSE REINALDO,97,45.3
JOSE VALERIANO,97,52.4
JUAN CRISTIAN,97,26.1
KELIAN,97,11.9
KENAN,97,19.4
KRYSTIAN,97,20.1
LIYONG,97,37.6
MAMADOU ALPHA,97,30.6
MIGUEL IVAN,97,31.7
NUHAZET,97,10
OCTAVIO MANUEL,97,41.4
PABLO GERMAN,97,36.1
RAY,97,18.6
RICART,97,38.7
ROBERT MARIAN,97,20.8
SAMSON,97,36.6
SANTIAGO ALFONSO,97,44.5
SANTIAGO JOAQUIN,97,40.3
SERGIO TOMAS,97,34.5
TAHER,97,41.3
TIMOTHY JOHN,97,51.1
TRINO,97,56.2
VICTOR SAMUEL,97,29.1
XIAOYONG,97,36.4
YUNIOR,97,30.7
ABDERAZAK,96,32.8
ABDOU AZIZ,96,30
AHCENE,96,43.9
ALEXANDER JAVIER,96,18.6
ALIN FLORIN,96,26.8
ANGEL BENIGNO,96,47.9
ANGEL MATIAS,96,40.3
ANIL,96,35.1
AZ EDDINE,96,31.9
BRAULIO JOSE,96,39.7
BRAYAN ALEXANDER,96,14.9
CARLES ALBERT,96,38.7
CELSO MANUEL,96,46.5
CRISTIAN ARIEL,96,31
DETLEF,96,57.7
EL MADANI,96,41.9
ETOR,96,34.6
FABIEN,96,32.1
FERENC,96,45.9
FOUSSEYNI,96,34.1
GIANMARCO,96,22.5
GONZALO JUAN,96,40.8
HECTOR MARIO,96,45.8
IRINEL,96,33.5
IULIU,96,45.8
JAIME ARTURO,96,43.5
JAVIER FELIPE,96,37.6
JOAQUIN PABLO,96,45.3
JORDI RAMON,96,41.5
KE,96,29.5
KEPA MIRENA,96,50.5
LORIS,96,32
LUCAS MATIAS,96,21.9
LUIS ISIDRO,96,50.6
MARIO ADRIAN,96,20
MIGUEL ERNESTO,96,37.8
MUSHTAQ,96,46.3
NDIAYE,96,37.5
NESTOR JESUS,96,30.4
OMAR DAVID,96,23.8
PER,96,65.5
RAZVAN ANDREI,96,14.9
ROBERT ANTHONY,96,52.3
ROBERT MICHAEL,96,53.1
ROBERTO MARIO,96,38.6
RUDI,96,39.7
SEGUNDO ANTONIO,96,52.7
TEOGENES,96,69
VICENTE RICARDO,96,49.5
YERO,96,37.7
YOUSSOUPHA,96,36.8
ADDA,95,41.3
ALEJANDRO ALFONSO,95,31.6
ALEXANDRU BOGDAN,95,22.6
ALIOUNE BADARA,95,32.4
ALVARO CARLOS,95,32.5
ANDRANIK,95,34
ANDREJ,95,34.5
ANGEL ISIDRO,95,50.5
ARPAD,95,42.5
CARL,95,44.6
CARLOS ALONSO,95,30.2
CARLOS RAMIRO,95,44.1
DARIAN,95,8.6
DARIUS GABRIEL,95,6.4
EDMOND,95,43.8
FELICITO,95,67.9
FERMIN JESUS,95,47.5
HAMSA,95,15.9
HARRI,95,15.7
HENRY DAVID,95,23.1
HICHEM,95,30.9
IONUT ALIN,95,24.4
IVAN GEORGIEV,95,44.2
JAVIER ALONSO,95,32.2
JAVIER JORGE,95,40.3
JESUS SAMUEL,95,30.4
JHON FREDDY,95,33.1
JIANXIN,95,40.4
JUAN JUSTO,95,51.8
LAIN,95,14.1
LEONARDO FABIAN,95,33.8
MANUEL ISRAEL,95,34.6
MARIO ALEXANDER,95,23.8
MARIO ANDREI,95,6
MORIBA,95,32.7
MUHAMED,95,26.1
NARINDER,95,38.9
NICOLAY,95,25.5
PETRUS,95,46
RELU,95,39
SADDIK,95,42.2
SAMUEL ANDRES,95,17.8
SANTIAGO PABLO,95,42.3
SURJIT,95,40.3
TERENCIO,95,65.5
VICTOR PABLO,95,39.2
ABU,94,31.9
ADRIAN ALEXANDRU,94,23.8
ADRIAN STEFAN,94,22.3
ALEJANDRO AGUSTIN,94,31.5
AMAIUR,94,12.5
ARMANDO ANTONIO,94,46.1
AVTAR,94,39.6
BALJIT,94,35.2
CESAR HUMBERTO,94,41.7
CHEDEY,94,24.7
DANIEL ELIAS,94,28.1
DANIEL MARIUS,94,30.8
DARWIN JAVIER,94,29.5
DAWDA,94,28.5
DEREK JOHN,94,64.7
DOMINGO VICENTE,94,55.2
EDEL,94,27.1
EDUARDO SALVADOR,94,42.8
ENETZ,94,12.7
FATAH,94,40.2
FEDERICO GUILLERMO,94,45.2
FEDERICO MARTIN,94,30.9
FRANCISCO ERNESTO,94,45.8
GHEORGHE MARIUS,94,33.6
HAOYU,94,6.7
HONG,94,30.8
IÑIGO JOSE,94,36.4
JACINTO ANTONIO,94,51.9
JAVIER DOMINGO,94,39
JEFFERSON ALEXANDER,94,18.7
JOAN SALVADOR,94,42.4
JOSE WILSON,94,43.2
JOSUE DANIEL,94,17.9
JUAN LUCIANO,94,52.6
JULIO ROBERTO,94,47
MANUEL EUSEBIO,94,53.2
MARIO ERNESTO,94,42.2
MARIUS ALIN,94,28.8
MATIAS JAVIER,94,31
MATIAS SEBASTIAN,94,23.5
MICHAEL ROBERT,94,55.4
MOHAMED YASIN,94,12.4
MOUHSINE,94,28.1
OLEKSII,94,28.5
QAISER,94,36
RAUL IGNACIO,94,38.9
RICARDO CARLOS,94,43.8
RICHARD PAUL,94,41.7
RICHARD WILLIAM,94,53
ROBERTO JORGE,94,46
SANTIAGO GABRIEL,94,30.2
SEBASTIAN ENRIQUE,94,30
SIDNEY,94,40.7
SYED,94,38.2
THOMAS JAMES,94,36.8
XOSE LUIS,94,50
ZOHIR,94,22.8
ALBERTO PABLO,93,39.9
ALDAN,93,8.8
ALEJANDRO SANTIAGO,93,34.9
ALFREDO ALEJANDRO,93,36.6
ALFREDO DANIEL,93,40.3
ALIN GABRIEL,93,22.9
ANDRES GUILLERMO,93,37.8
ANGEL ERNESTO,93,43.7
ANGEL VALENTIN,93,44.8
AVELINO JOSE,93,49.2
BERNARDO MIGUEL,93,45.8
BRANDAN,93,17.6
BRYAN JOSE,93,14
CARLOS MATIAS,93,34.9
CARLOS PASCUAL,93,45.3
CATALIN CONSTANTIN,93,30.8
CESAR ALFREDO,93,41.8
CESAR ARTURO,93,36.6
CLAUDIO MIGUEL,93,38.2
CLEMENTE JOSE,93,47.3
CONSTANTIN GABRIEL,93,31.3
CRESCENTE,93,70.6
CRISTIAN CONSTANTIN,93,31.8
CRISTOBAL DAVID,93,29.3
CRUZ MARIA,93,58.5
DENIS ALEXANDRU,93,9.3
DIEGO MARCELO,93,32.9
ELIAS ANTONIO,93,46.6
ENRIQUE AGUSTIN,93,47.6
FABIO JOSE,93,26.4
FESTUS,93,37.3
GABRIEL MIGUEL,93,38.7
GHAZANFAR,93,41.6
HARRISON,93,26.7
JAMES DAVID,93,35.7
JAVIER GONZALO,93,39.3
JIAYI,93,12.5
JORGE ELIAS,93,39.4
JORGE EUGENIO,93,42.2
JOSE ARIEL,93,32.2
JUAN BENJAMIN,93,44.7
JUAN GASPAR,93,45.5
JUAN GUSTAVO,93,41.3
JUAN VIDAL,93,47.2
JULIO JOAQUIN,93,46.3
KENNEDY,93,37.1
LUAY,93,9.1
MANUEL BENJAMIN,93,50
MARIUS MARIAN,93,31.1
MAXIMO MANUEL,93,44.9
MBACKE,93,40.9
MIRZA,93,36.2
NAZIM,93,29.1
NOLAN,93,8.4
OCTAVIO JESUS,93,44.1
PABLO FEDERICO,93,30.2
PEDRO ELOY,93,46.4
RAHUL,93,18.8
ROBERTO MARTIN,93,39.5
ROBERTO NICOLAS,93,26.9
RODRIGO MIGUEL,93,21.7
ROLANDAS,93,38.3
SERGIO RUBEN,93,36.5
STEFAN ADRIAN,93,23.8
TALAL,93,30.1
TEOTIMO,93,72.7
UBALDINO,93,67.6
VASILE MARIAN,93,30.1
VICENTE JAIME,93,52.7
XIAOMIN,93,41.3
YEVGENIY,93,36.5
ZOUMANA,93,33.2
ABDELOUAFI,92,38.7
ABDERRAHAMAN,92,46.6
ALDEMAR,92,44.8
ALFONSO IGNACIO,92,42
ANDREI MARIAN,92,18.7
ANDRES TOMAS,92,45.8
ANGEL MOISES,92,36.2
ANGEL SANTOS,92,55
ANTONIO ALVARO,92,38.9
ANTONIO SIMON,92,46.8
ASIEL,92,10.8
ASUR,92,10.9
BILLY,92,25.7
CESAR ALFONSO,92,40.8
CESAR GUSTAVO,92,40.8
EDOUARD,92,40.3
EDWIN ALBERTO,92,32.2
ENRIQUE RAUL,92,44.2
FERNANDO ESTEBAN,92,44.1
GANIX,92,16
GERRIT,92,60.5
HENRRY,92,33.9
HOSAM,92,10.5
HUA,92,35.2
HUGO LUIS,92,34.1
JAIME PEDRO,92,47
JAKOB,92,43.9
JESUS ROMAN,92,46.6
JORDI ALEXANDER,92,10.8
JORGE ARIEL,92,35.9
JOSE EFRAIN,92,40.2
JOSE JOEL,92,22.1
JUAN EVARISTO,92,51.3
JUAN FIDEL,92,48.5
LUIS BELTRAN,92,42.1
LUIS VIDAL,92,45.1
MOHSEN,92,41.4
MOMAR,92,37.7
NESTOR ANTONIO,92,35.5
OSCAR CARLOS,92,44.6
PABLO RAUL,92,37.5
PEDRO ARMANDO,92,47.1
PEDRO AUGUSTO,92,40.3
PEDRO DIEGO,92,42
PETER CHARLES,92,64.3
RAJA,92,41.8
RAMOS,92,63.2
ROLDAN,92,36.9
ROMEL,92,36.2
RONNIE,92,35.9
RUBEN ENRIQUE,92,35.4
SABINIANO,92,70.2
SALVADOR MARIA,92,46
SANTIAGO EDUARDO,92,38.8
SERAFI,92,52.5
SOFYAN,92,15.1
TEODORO JOSE,92,49.3
TOMAS MARIA,92,44.8
TOMAS PEDRO,92,49.7
WILSON EDUARDO,92,38.6
YAIR,92,19.1
ABDELMONIM,91,29.3
ADOLFO MIGUEL,91,47.3
ALBERTO JULIAN,91,40.8
ALEJANDRO FERNANDO,91,33.5
ALEJANDRO RUBEN,91,32
ALEKSEY,91,24.2
ANDREI BOGDAN,91,19.4
ANDREI MIHAI,91,20.8
ANDRES MARTIN,91,39.2
ANTONIO CRUZ,91,52.8
ARNOLDO,91,53.8
ATILIO,91,55.8
BOGDAN MARIAN,91,22.9
CARMELO RAMON,91,49.3
CESAR GABRIEL,91,25.1
CHRISTIAN ANTONIO,91,24.9
CLAUDIU DANIEL,91,28.5
CLAUDIU MARIAN,91,25.9
CONSTANTIN FLORIN,91,33.7
DAMIR,91,26.7
DAVID LEONARDO,91,25.8
DAVID THOMAS,91,52.7
DEJAN,91,35.2
DELFI,91,56.8
DIEGO PATRICIO,91,29.2
EL HOUSSEIN,91,42.7
ENRIQUE GUILLERMO,91,44
FREDDY FERNANDO,91,36.4
GABRIEL SEBASTIAN,91,20.7
GERARDO FRANCISCO,91,47.7
GONZALO ENRIQUE,91,36.8
GUILLERMO MARIA,91,39
HARUN,91,14.7
ILYASSE,91,12.5
JADEL,91,2.4
JIACHENG,91,11
JOAQUIM MANUEL,91,48.6
JOEL MANUEL,91,17.8
JORGE GONZALO,91,37.5
JUAN CANDIDO,91,48.6
JUAN VICTORIANO,91,52.1
LENIN,91,29.8
LORENZO FRANCISCO,91,48
LOTHAR,91,64.2
M HAMMED,91,45.7
MARCOS VICENTE,91,42.4
MARTIN CARLOS,91,39.3
MATIAS ANTONIO,91,42.3
MEROUANE,91,26.2
MOHAMMADINE,91,44.6
MOR TALLA,91,36.1
MUHAMMAD ALI,91,15.9
NARCISO JOSE,91,43.1
NASAR,91,34.5
PACIFICO,91,63
PERPETUO,91,69.9
SALAH EDDIN,91,12.6
SERIGNE MBACKE,91,34.1
SIDI AHMED,91,40.8
STEPHEN WILLIAM,91,56.1
VICENTE MARCOS,91,44.4
VICTOR AUGUSTO,91,37
VICTOR RICARDO,91,43.1
YADIEL,91,5.6
ABDELMADJID,90,39.7
ABRAHAM JOSE,90,27
ADI,90,28.2
ADRIAN MARIAN,90,26.4
ADRIAN NICOLAS,90,12.6
ALBERTO PEDRO,90,43.4
ALFONSO TOMAS,90,45.2
ALVARO SANTIAGO,90,27.4
AMRIK,90,39.6
ANDRES ESTEBAN,90,35.3
ANGEL FERMIN,90,50.4
ARTAK,90,34.1
ARUN,90,15.6
BENOIT,90,35.9
CARLOS LEONARDO,90,34.2
CARLOS ORLANDO,90,41.6
CESAR ADRIAN,90,24.1
CLIVE,90,62.7
CRISTIAN ENRIQUE,90,24.6
CRISTIAN RAFAEL,90,23.2
DANIEL AGUSTIN,90,30.4
DUNCAN,90,36.3
ETTORE,90,38.7
FEI,90,31.2
FRANCESC ASSIS,90,46.1
FRANCISCO ISAAC,90,36.6
GERMAN ALBERTO,90,40.7
HECTOR RAFAEL,90,33.5
IBRAHIMA SORY,90,30.6
IRAI,90,3.2
JAIME SANTIAGO,90,46.7
JING,90,27.1
JORDI ALBERT,90,34.5
JORGE DIEGO,90,37.7
JORGE RAMIRO,90,39.8
JUAN BASILIO,90,50.4
JULIAN ESTEBAN,90,31.7
KHELIFA,90,41.2
MARK JOHN,90,45
MATIAS IGNACIO,90,22.1
MIGUEL GUILLERMO,90,42.4
NAREK,90,16
PAUL RICHARD,90,52.1
PAUL WILLIAM,90,53.4
RABI,90,30.2
ROBERT EDWARD,90,55.8
SERGIO FABIAN,90,38.5
SERGIO MARTIN,90,32.9
SHAFQAT,90,38
SIARHEI,90,42.4
XOAN CARLOS,90,45
ZHIWEI,90,27.1
ABEL ANGEL,89,43.4
ADRIAN EDUARDO,89,23.1
ANDRES FABIAN,89,30.6
ANGEL JORGE,89,48.3
ANTONIO AMADOR,89,44.7
ARIDANY,89,27.1
ASEL,89,20.8
BIRAMA,89,34.2
BOGDAN CONSTANTIN,89,27.1
BOUKHIAR,89,47.8
BRIAN ALEXANDER,89,16
CARLOS ISRAEL,89,31.7
CAROL,89,45.7
CIPRIAN IONUT,89,26.5
CRISTIAN FELIPE,89,20.4
EL YAZID,89,37.6
ELOY FRANCISCO,89,43.5
ENRIQUE EMILIO,89,50.2
FERNANDO JULIO,89,50.6
FLORIN NICOLAE,89,34
FRANCISCO ALEXANDER,89,22.3
HICHAME,89,28.9
HMAD,89,41.7
HRYHORIY,89,48.1
IKER DANIEL,89,6.2
IONUT CIPRIAN,89,28.8
ISIDORO MANUEL,89,47
IURGI,89,24.6
IZAI,89,9.9
JERONIMO MANUEL,89,40.2
JESUS GERMAN,89,47.9
JHON SEBASTIAN,89,15.9
JOAN JOSE,89,50.8
JOSE CHRISTIAN,89,28.1
JOSE GABINO,89,50.9
JOSE LEONCIO,89,55.6
JOSEP ANGEL,89,42.4
JUAN MARCIAL,89,50.5
KALILOU,89,33.1
KEBBA,89,36.7
KILIAN JESUS,89,17.5
KULDIP,89,39.9
LUIS CLEMENTE,89,47.7
MANUEL FAUSTINO,89,57.7
MANUEL MARCELINO,89,56.6
MARCOS ADRIAN,89,19.1
MARIO GERMAN,89,41.5
MIGUEL JAIME,89,45.1
MIGUEL MARIANO,89,49.8
MOHAMED EL AMINE,89,20.9
MURAD,89,31.5
NESTOR DAVID,89,28.7
NICOLAS ANGEL,89,45.6
ORENTINO,89,67
PABLO ALFREDO,89,40.4
RAFAEL MARCOS,89,41.3
RAUL NICOLAS,89,19.9
REINERIO,89,56.3
RODRIGO NICOLAS,89,20.3
SEGUNDINO,89,59.8
SERGIO IGNACIO,89,34.9
SIDIKI,89,34
STEFAN CRISTIAN,89,23.1
TOMMY,89,31.8
XANET,89,11
ADOLFO FRANCISCO,88,49.3
AFONSO,88,30.6
ALADJI,88,39.1
ALBERTO AGUSTIN,88,44
ALEIXO,88,11.5
ALHASSANE,88,32
ANDRES SALVADOR,88,43.2
ANGEL RAMIRO,88,47.5
BADARA,88,37.3
CATALIN MARIAN,88,26.6
CHRISTOPHER MICHAEL,88,44.2
CLAUDIU FLORIN,88,29.7
CRISTI,88,27.5
DANNY ALEXANDER,88,20.1
DERECK,88,9.1
DICTINO,88,68.1
DIEGO RICARDO,88,31.1
EDGAR JAVIER,88,30.2
EDUARDO EMILIO,88,49.1
EMILIO DANIEL,88,36.3
FAVIO,88,22.6
GABRIEL DANIEL,88,26.5
GINES JESUS,88,36.4
GUILLERMO MARTIN,88,35.9
IAN JAMES,88,49.1
IKER DAVID,88,6.5
IOAN SORIN,88,38.2
IURI,88,23.2
IVANO,88,44
JESUS ALEXANDER,88,20.5
JORGE FABIAN,88,37
JOSE BERNABE,88,49.3
JOSE ELEUTERIO,88,56.4
JOSE NELSON,88,41.9
JUAN MARCELINO,88,55.3
KEITA,88,31.8
KEVIN MICHAEL,88,37.6
LEVENTE,88,35.9
LIBERATO,88,61.2
MAHAMADU,88,12.5
MAMADOU MOUSTAPHA,88,33.9
MANUEL SEGUNDO,88,53.3
MARCOS ALEXIS,88,34.1
MARIUS BOGDAN,88,26.4
MOUHAMADOU MOUSTAPHA,88,27.6
MYKYTA,88,17.7
NATHANAEL,88,17.5
NILSON,88,38.7
PIERLUIGI,88,42.4
QUIRICO,88,67.3
RAFAEL FELIX,88,52.4
RAMUNAS,88,36.5
ROBSON,88,33.8
ROCHDI,88,26.1
RODRIGO DANIEL,88,24.7
ROQUE MANUEL,88,45.6
SAMUELE,88,22.9
SEBASTIAN CARLOS,88,41.5
SEBASTIAN IGNACIO,88,28.8
SOUFYAN,88,15.3
VICENTE ALFONSO,88,50.4
XACOBO,88,22.8
YOSSEF,88,15.4
YUXUAN,88,6
ZHEN,88,26.6
ABRAHAM JESUS,87,22.6
ADRIAN GHEORGHE,87,32.3
ALEX MAURICIO,87,27.2
ALVARO JOAQUIN,87,29.6
ALVARO VICENTE,87,32
AMAT,87,27.6
ANTHONY MICHAEL,87,49.4
ANTONIO JACINTO,87,50
AYOUBE,87,11.5
BENITO LUIS,87,53.6
BRAYAN STEVEN,87,18
BREHIMA,87,34.2
CARLOS MOISES,87,35.4
DANIEL GUILLERMO,87,35.1
DARWIN PATRICIO,87,30.7
DAVID VALENTIN,87,20.9
DYLAN ALEJANDRO,87,5.6
EDUARD IONUT,87,13.8
EDUARDO PEDRO,87,50.4
EDUARDO SANTIAGO,87,40.2
EGIDIO,87,62
FAMARA,87,35.9
GABRIEL CRISTIAN,87,23.7
GUSTAVO ALFREDO,87,41.7
HADRIAN,87,15.8
HAIFENG,87,34.2
HAIMAR,87,12.5
IGOTZ,87,21.7
ISMAEL FRANCISCO,87,32.6
JASVIR,87,34.3
JERICO,87,14.2
JESUS DARIO,87,34.8
JHON HENRY,87,28.4
JOHN ARTHUR,87,66.2
JORGE CESAR,87,44
JOSE ALEXANDRE,87,36.7
JOSE CESAREO,87,57.4
JOSE ILDEFONSO,87,52.3
JUSTO JESUS,87,48.3
MARCO PATRICIO,87,39.8
MARIO AUGUSTO,87,48.5
MATEO JESUS,87,35.9
MATTHEW JOHN,87,35
MIKEL XABIER,87,33.3
MOSAAB,87,6.7
NEYZAN,87,3.4
NICOLAS IGNACIO,87,24
PEDRO MATIAS,87,44.4
RARES,87,24.5
RAUL ALFONSO,87,36.7
RAZVAN GABRIEL,87,17.5
RICARDO ARTURO,87,39
RICARDO TOMAS,87,45.4
SERGIO ALFONSO,87,32.3
VASILE GABRIEL,87,30.2
VASILE SORIN,87,36.4
VICTOR GUILLERMO,87,38.7
VITAL,87,51.6
WILLIAM JESUS,87,41.4
XOSE MARIA,87,48.9
YAHEL,87,3.9
YUSUPHA,87,33.3
ZAKI,87,31.9
ABABACAR,86,32.4
ABSALON,86,23
ADRIAN RAFAEL,86,21
AKETX,86,8.2
ALATZ,86,18.8
ALEX DARIO,86,19.1
ALEXANDROS,86,26
ALFONSO ANDRES,86,43.9
ALIN MARIAN,86,25.3
ANGEL MAURICIO,86,33
ANTONIO ARTURO,86,51.1
ARFAN,86,33
ARGEMIRO,86,60.6
BIEITO,86,21.9
BORJA FRANCISCO,86,26
BORJA JAVIER,86,23.8
BRYAN ALEXIS,86,15.6
BUBACAR,86,30.2
CANDIDO JESUS,86,42.5
CARLES XAVIER,86,36.5
CARLOS BERNARDO,86,43.4
CAYETANO JOSE,86,38.4
ERIK ALEXANDER,86,10.5
FABIO ANTONIO,86,31.3
FEDERICO NICOLAS,86,26.8
FLORIN GHEORGHE,86,34
FRANCISCO REYES,86,48
FULVIO,86,48
GABI,86,30.2
GEORGE WILLIAM,86,56.5
GERMAN DAVID,86,29.7
HECTOR JULIO,86,42.3
HERMINIO JOSE,86,43.9
IGNACIO GABRIEL,86,34.4
IVAN GABRIEL,86,18.9
IÑAKI MIRENA,86,56.1
JAHANGIR,86,34.5
JAYSON,86,24.6
KEMEN,86,11.5
KEVIN GABRIEL,86,11.6
LAZARO JOSE,86,38.5
LIWEI,86,35
LIZAR,86,8
LUIS ELOY,86,45.7
MAIK,86,30.2
MANUEL FEDERICO,86,47.8
MANUEL HUMBERTO,86,46.8
MARCELO GABRIEL,86,40.6
MATTHIEU,86,30.5
MEHMOOD,86,38.3
MEKKI,86,46.3
MILOS,86,30
MONCEF,86,19.6
MUNAWAR,86,41
NICOLAS RAFAEL,86,32.3
NIKOLAY IVANOV,86,38.2
OMAR ANDRES,86,29
OSCAR PEDRO,86,43.7
OXEL,86,12
PEDRO BLAS,86,47.2
RABII,86,32.8
RAUL SANTIAGO,86,35.5
ROBERTO RAMON,86,47.3
RODRIGO FERNANDO,86,32.7
SAFOUAN,86,6.5
SANTIAGO AGUSTIN,86,34.5
SEGUNDO MIGUEL,86,46.8
SERGIO ESTEBAN,86,31
SUNNY,86,33.4
TINO,86,26.6
TOMAS JOAQUIN,86,45.3
VICENTE JORGE,86,48.1
XANTI,86,30.5
YASAR,86,33.7
ZOUBAIR,86,27.4
ABDELWAHID,85,34.2
ABUL,85,38.5
ALFONSO PEDRO,85,50.5
ANANIAS,85,60.2
